alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
8.9,0.035,0.49,0.99732,6.6,57.0,3.08,11.4,0.54,137.0,0.285
9.5,0.044,0.18,0.99558,6.6,59.0,3.16,8.5,0.49,188.0,0.23
8.7,0.056,0.3,0.99825,7.4,33.0,2.9,13.7,0.44,168.0,0.16
8.6,0.039,0.58,0.9978,7.7,41.0,3.06,11.1,0.49,151.0,0.34
10.7,0.036,0.39,0.9938,7.9,6.0,3.12,6.7,0.42,117.0,0.29
8.8,0.056,0.28,0.9944,6.9,49.0,3.02,2.4,0.47,159.0,0.21
11.4,0.051,0.28,0.9957,8.0,25.0,3.06,10.8,0.47,157.0,0.45
9.4,0.049,0.51,0.99548,6.3,35.0,3.16,7.6,0.54,200.0,0.27
10.3,0.053,0.3,0.9941,7.4,45.0,3.12,5.2,0.45,163.0,0.3
8.9,0.081,0.58,0.9962,6.3,34.0,2.95,10.0,0.46,126.0,0.21
9.6,0.042,0.17,0.99304,7.1,21.0,3.13,1.0,0.4,144.0,0.31
8.9,0.052,0.24,0.9961,6.8,54.0,3.13,7.8,0.47,214.0,0.26
11.2,0.041,0.32,0.99296,6.9,20.0,3.17,5.8,0.55,119.0,0.22
9.2,0.168,0.4,0.9991,8.0,29.0,3.07,12.4,0.64,190.0,0.43
8.9,0.036,0.58,0.9977,7.8,44.0,3.06,11.2,0.41,161.0,0.27
9.3,0.046,0.3,0.99413,7.7,49.0,3.03,1.2,0.38,199.0,0.18
8.9,0.047,0.28,0.9962,6.5,54.0,3.09,8.5,0.54,210.0,0.28
11.9,0.039,0.4,0.9936,8.2,35.0,3.15,6.3,0.34,162.0,0.35
9.8,0.15,0.71,0.9927,6.0,10.0,3.12,1.6,0.47,54.0,0.2
9.4,0.049,0.27,0.99502,6.7,8.0,3.16,7.1,0.38,178.0,0.54
9.8,0.05,0.36,0.9936,8.0,16.0,3.15,1.8,0.45,84.0,0.19
8.9,0.039,0.72,0.99802,7.5,53.0,3.03,9.6,0.46,151.0,0.18
9.3,0.052,0.26,0.99304,6.4,22.0,3.09,1.1,0.54,176.0,0.26
9.1,0.049,0.54,0.9984,7.3,62.0,3.06,12.9,0.45,162.5,0.28
9.6,0.058,0.42,0.9954,6.7,27.0,3.16,6.4,0.44,151.0,0.33
9.1,0.043,0.5,0.99542,6.3,61.0,2.86,10.4,0.46,132.0,0.23
11.9,0.041,0.39,0.99093,7.9,37.0,3.08,1.0,0.43,154.0,0.2
9.2,0.044,0.21,0.99345,6.2,13.0,3.14,1.0,0.46,98.0,0.47
11.1,0.037,0.34,0.9923,7.5,33.0,3.1,2.6,0.49,125.0,0.19
9.1,0.047,0.25,1.00016,8.4,25.0,2.98,17.75,0.66,218.0,0.3
9.5,0.046,0.54,0.9966,7.0,59.0,3.05,10.7,0.61,234.0,0.29
9.5,0.046,0.2,0.99582,7.2,51.0,3.16,7.7,0.52,174.0,0.29
9.3,0.053,0.56,0.9981,6.6,32.0,3.11,15.4,0.49,141.0,0.26
11.1,0.047,0.49,0.99178,7.6,20.0,3.15,2.5,0.48,130.0,0.21
11.5,0.028,0.28,0.99203,7.2,13.0,3.17,1.6,1.06,168.0,0.2
8.7,0.041,0.78,0.99838,7.5,53.0,2.98,12.1,0.44,161.0,0.28
9.3,0.067,0.34,0.99542,6.7,35.0,3.11,6.6,0.48,156.0,0.33
10.3,0.031,0.49,0.9932,8.5,17.0,3.03,1.5,0.4,122.0,0.15
11.4,0.053,0.31,0.99069,7.1,20.0,3.15,1.5,0.5,98.0,0.28
9.9,0.042,0.19,0.99425,6.2,22.0,3.15,5.6,0.63,143.0,0.33
9.3,0.054,0.12,0.99424,6.2,6.0,3.16,4.8,0.5,97.0,0.32
8.7,0.041,0.28,1.0002,6.5,40.0,3.14,20.4,0.38,144.0,0.28
11.4,0.031,0.42,0.9917,8.2,30.0,3.09,1.8,0.39,93.0,0.28
10.5,0.035,0.07,0.991,7.0,17.0,3.02,1.1,0.34,151.0,0.47
9.2,0.112,0.38,0.99792,6.9,14.0,3.02,13.1,0.48,94.0,0.38
9.2,0.053,0.15,0.9936,7.1,61.0,3.09,1.2,0.43,183.0,0.34
9.2,0.067,0.26,0.99838,7.5,47.0,3.04,14.95,0.49,178.0,0.29
8.9,0.036,0.62,0.9978,7.7,56.0,3.13,10.6,0.44,153.0,0.32
8.8,0.094,0.45,0.99699,6.1,49.0,3.05,10.6,0.54,169.0,0.23
10.6,0.03,0.34,0.99706,9.0,34.0,3.13,12.1,0.47,177.0,0.29
9.3,0.05,0.64,1.0004,7.9,69.0,3.15,17.0,0.51,210.0,0.16
10.0,0.053,0.42,0.994,8.7,27.0,2.99,2.3,0.43,114.0,0.22
10.7,0.035,0.29,0.99142,6.4,44.0,3.17,1.1,0.55,140.0,0.105
8.9,0.036,0.58,0.9977,7.8,44.0,3.06,11.2,0.41,161.0,0.27
12.2,0.026,0.37,0.99035,6.8,29.0,3.14,3.1,0.45,93.0,0.25
9.2,0.037,0.3,0.9952,6.4,63.0,3.06,7.1,0.34,236.0,0.23
9.8,0.068,0.23,0.99382,7.7,28.0,3.11,2.0,0.62,138.0,0.3
9.0,0.076,0.27,0.9967,6.8,47.0,3.05,10.7,0.38,154.0,0.25
11.4,0.041,0.23,0.99246,6.9,20.0,3.1,7.1,0.85,97.0,0.24
11.0,0.038,0.23,0.9924,5.9,42.0,3.15,4.2,0.5,119.0,0.3
9.0,0.046,0.26,0.9975,7.2,48.0,3.1,12.5,0.52,179.0,0.28
10.0,0.022,0.32,0.99218,7.2,48.0,3.04,1.1,0.67,116.0,0.14
9.8,0.032,0.4,0.9963,7.2,34.0,3.1,11.6,0.51,214.0,0.37
9.4,0.056,0.48,0.99628,6.7,35.0,3.04,8.8,0.47,167.0,0.35
12.3,0.047,0.44,0.991,7.2,51.0,3.01,4.2,0.76,144.0,0.34
12.8,0.037,0.29,0.9895,6.3,32.0,3.17,3.3,0.36,140.0,0.29
10.1,0.045,0.19,0.99364,6.5,98.0,3.16,6.6,0.34,175.0,0.27
11.3,0.06,0.28,0.9935,7.2,41.0,3.08,7.2,0.59,132.0,0.22
9.0,0.051,0.3,0.99835,6.6,33.0,3.04,14.9,0.54,118.0,0.23
9.1,0.067,0.34,0.9986,7.1,35.0,3.07,14.4,0.53,189.0,0.26
12.7,0.047,0.38,0.98964,6.5,30.0,3.17,2.5,0.43,148.0,0.33
8.8,0.038,0.53,0.9955,6.4,59.0,3.03,6.6,0.42,234.0,0.25
10.5,0.034,0.33,0.99144,6.7,9.0,3.08,3.6,0.4,45.0,0.27
11.2,0.039,0.33,0.99112,7.1,34.0,3.11,1.2,0.75,97.0,0.21
9.7,0.056,0.34,0.9946,8.9,14.0,3.13,1.4,0.47,171.0,0.33
11.3,0.034,0.36,0.99058,6.8,32.0,3.02,1.3,0.58,98.0,0.16
10.0,0.05,0.28,0.99437,8.0,34.0,3.13,4.8,0.5,150.0,0.26
12.7,0.034,0.36,0.99166,8.8,19.0,2.96,2.1,0.98,125.0,0.33
10.3,0.044,0.3,0.99666,6.0,15.0,3.12,14.7,0.53,144.0,0.27
10.9,0.044,0.36,0.9959,7.1,20.0,3.16,10.7,0.44,90.0,0.16
11.4,0.034,0.26,0.9945,8.5,73.0,3.05,9.25,0.37,142.0,0.21
11.9,0.018,0.3,0.99004,7.1,15.0,3.02,3.1,0.52,37.0,0.12
9.7,0.037,0.35,0.9981,9.2,34.0,3.09,10.7,0.32,145.0,0.23
9.1,0.05,0.3,0.99652,7.2,40.0,3.15,8.1,0.49,188.0,0.3
9.2,0.06,0.41,0.99317,6.9,36.0,2.99,1.1,0.39,104.0,0.2
11.4,0.025,0.42,0.9928,7.3,51.0,3.04,7.35,0.32,175.0,0.3
9.6,0.062,0.51,0.99545,6.7,50.0,3.13,8.0,0.5,194.0,0.26
8.9,0.046,0.15,0.9958,6.9,51.0,3.13,8.1,0.45,180.0,0.32
10.8,0.047,0.28,0.99365,8.6,38.0,3.1,2.7,0.56,150.0,0.17
11.4,0.04,0.41,0.9907,7.6,38.0,2.92,1.1,0.42,143.0,0.19
9.5,0.057,0.24,0.9942,6.9,13.0,2.99,3.6,0.48,85.0,0.25
9.6,0.042,0.17,0.99304,7.1,21.0,3.13,1.0,0.4,144.0,0.31
10.9,0.039,0.29,0.9915,6.6,13.0,3.05,1.4,0.49,67.0,0.26
9.2,0.073,0.13,0.994,7.1,21.0,2.97,1.7,0.58,165.0,0.55
8.9,0.047,0.2,0.9976,5.8,26.0,3.09,16.05,0.46,166.0,0.33
10.9,0.045,0.42,0.99234,6.8,24.0,3.09,1.2,0.87,126.0,0.21
8.8,0.045,0.36,1.001,7.0,45.0,3.0,20.7,0.45,170.0,0.27
10.4,0.034,0.37,0.99256,7.6,5.0,3.05,1.2,0.54,57.0,0.48
13.6,0.046,0.35,0.98822,6.2,31.0,3.06,2.0,0.46,95.0,0.355
9.5,0.054,0.35,0.99366,8.0,13.0,3.08,1.1,0.55,136.0,0.25
9.2,0.044,0.19,0.9964,7.2,51.0,3.16,8.0,0.44,172.0,0.25
11.4,0.047,0.41,0.9929,6.9,6.0,3.15,1.7,0.69,134.0,0.27
12.5,0.035,0.39,0.99123,6.9,44.0,3.11,6.0,0.33,141.0,0.22
10.3,0.044,0.38,0.99517,6.9,33.0,3.06,10.5,0.5,139.0,0.26
10.6,0.04,0.2,0.9962,6.4,20.0,3.1,15.6,0.54,142.0,0.29
10.9,0.038,0.34,0.99432,7.0,25.0,3.11,10.9,0.34,84.0,0.26
9.5,0.039,0.47,0.9959,9.5,21.0,2.9,1.3,0.64,123.0,0.21
10.5,0.06,0.38,0.9962,7.6,48.0,3.13,10.6,0.38,174.0,0.19
10.2,0.051,0.29,0.9939,7.6,26.0,3.16,4.4,0.39,146.0,0.29
9.4,0.056,0.25,0.9961,6.0,112.0,3.08,11.1,0.36,177.0,0.22
9.2,0.108,0.09,0.9938,7.2,16.0,3.07,1.5,0.57,151.0,0.55
11.2,0.045,0.51,0.99126,7.7,26.0,3.0,2.6,0.5,159.0,0.26
11.7,0.036,0.42,0.9939,8.4,7.0,3.16,5.1,0.52,77.0,0.18
12.6,0.034,0.18,0.9896,6.7,25.0,3.08,2.4,0.44,98.0,0.46
9.5,0.042,0.36,0.997,7.1,45.0,2.92,11.6,0.59,124.0,0.2
11.7,0.036,0.42,0.9939,8.4,7.0,3.16,5.1,0.52,77.0,0.18
10.7,0.04,0.26,0.99278,6.3,108.0,3.07,4.7,0.75,168.0,0.2
8.7,0.059,0.25,0.99769,6.2,33.0,3.14,12.1,0.56,171.0,0.34
12.0,0.046,0.28,0.98997,7.1,33.0,3.12,1.9,0.31,103.0,0.23
9.2,0.052,0.39,0.99888,6.5,22.0,3.11,17.3,0.47,126.0,0.24
9.7,0.038,0.55,0.99687,6.9,22.0,3.11,11.95,0.29,111.0,0.35
12.8,0.032,0.32,0.99158,7.0,30.0,3.12,7.75,0.64,114.0,0.28
12.9,0.029,0.29,0.98944,8.0,52.0,3.03,2.4,0.33,119.0,0.17
11.4,0.036,0.33,0.99058,6.7,36.0,3.1,1.2,0.76,86.0,0.22
10.5,0.053,0.49,0.9942,6.4,25.0,3.01,5.8,0.98,120.0,0.24
9.5,0.054,0.3,0.99728,6.2,108.0,3.1,12.4,0.47,152.0,0.22
10.5,0.036,0.39,0.9918,7.2,32.0,3.16,1.2,0.5,85.0,0.19
9.8,0.024,0.32,0.99208,6.9,20.0,3.05,1.2,0.54,166.0,0.31
10.5,0.194,0.79,0.99212,7.1,23.0,3.17,1.4,0.46,90.0,0.39
11.7,0.038,0.32,0.992,7.9,9.0,3.05,3.6,0.31,76.0,0.28
12.0,0.031,0.27,0.9922,8.5,31.0,3.01,4.7,0.33,92.0,0.25
9.2,0.301,0.38,0.9993,8.0,24.0,2.94,12.1,0.48,220.0,0.61
12.2,0.042,0.4,0.98972,6.4,23.0,3.11,1.5,0.46,87.0,0.15
11.4,0.043,0.33,0.99444,7.5,19.0,3.08,9.2,0.42,116.0,0.38
9.6,0.037,0.47,0.9939,10.3,5.0,2.89,1.4,0.28,33.0,0.17
9.6,0.055,0.44,0.99488,6.4,52.0,3.1,8.9,0.48,164.0,0.33
11.3,0.027,0.49,0.9919,7.8,28.0,3.03,3.2,0.32,87.0,0.26
9.2,0.048,0.26,0.99587,7.3,52.0,3.12,7.2,0.37,207.0,0.25
9.3,0.043,0.56,0.997,6.8,64.0,3.02,11.9,0.63,226.0,0.26
12.6,0.035,0.28,0.99048,6.8,42.0,3.12,5.0,0.38,126.0,0.25
11.1,0.049,0.49,0.9941,7.5,61.0,3.14,7.7,0.3,209.0,0.23
9.9,0.034,0.49,0.9945,6.7,35.0,3.13,4.7,0.45,156.0,0.29
9.6,0.046,0.46,0.99587,9.8,23.0,3.04,1.8,0.67,130.0,0.16
9.3,0.185,0.36,0.99528,6.5,51.5,3.17,6.7,0.42,151.0,0.36
8.8,0.055,0.24,0.9988,7.1,46.0,3.12,15.4,0.49,198.0,0.35
9.3,0.074,0.14,0.9937,7.6,25.0,3.05,1.5,0.51,168.0,0.67
10.7,0.035,0.29,0.99142,6.4,44.0,3.17,1.1,0.55,140.0,0.105
9.4,0.061,0.49,0.9938,8.0,27.0,3.08,1.2,0.34,117.0,0.25
12.1,0.041,0.29,0.99461,7.1,30.0,3.02,13.6,0.96,137.0,0.38
9.3,0.056,0.22,0.99715,7.8,44.0,3.08,9.5,0.61,213.0,0.29
9.1,0.04,0.35,0.9984,8.8,26.0,2.93,10.7,0.49,183.0,0.23
12.2,0.03,0.35,0.992,7.7,30.0,3.11,5.3,0.42,117.0,0.27
11.0,0.04,0.34,0.9976,7.0,12.0,3.07,19.8,0.38,67.0,0.45
8.8,0.046,0.66,0.9979,6.0,26.0,3.14,15.9,0.5,164.0,0.34
9.0,0.06,0.2,0.9983,6.4,37.0,3.13,14.9,0.45,162.0,0.34
8.6,0.052,0.57,1.0001,8.3,35.0,2.93,15.0,0.64,256.0,0.36
12.5,0.037,0.34,0.9888,6.6,42.0,3.03,0.8,0.37,119.0,0.28
9.8,0.036,0.14,0.9944,5.9,34.0,3.17,6.3,0.63,185.0,0.37
12.3,0.037,0.36,0.992,8.0,34.0,3.13,5.0,0.57,101.0,0.42
10.5,0.055,0.4,0.99532,6.8,41.0,2.98,9.85,0.56,103.0,0.19
10.5,0.042,0.31,0.99195,6.6,18.0,3.13,1.6,0.41,101.0,0.41
9.2,0.057,0.44,0.99804,6.2,39.0,3.14,15.8,0.51,167.0,0.25
10.5,0.048,0.49,0.9947,8.5,23.0,2.88,8.8,0.34,108.0,0.17
9.4,0.18,0.35,0.9937,6.7,36.0,3.11,1.4,0.54,160.0,0.3
9.6,0.047,0.3,0.99705,6.8,69.0,3.16,13.0,0.5,160.0,0.27
9.5,0.054,0.3,0.99728,6.2,108.0,3.1,12.4,0.47,152.0,0.22
10.2,0.041,0.28,0.99207,6.6,53.0,3.13,1.7,0.45,161.0,0.18
10.3,0.043,0.5,0.9923,6.7,27.0,3.15,2.1,0.45,122.0,0.17
12.2,0.045,0.31,0.99226,6.8,34.0,3.06,7.4,0.55,143.0,0.33
8.7,0.045,0.49,0.9957,6.5,16.0,3.11,7.7,0.37,169.0,0.44
11.4,0.043,0.37,0.99128,7.8,10.0,3.08,1.0,0.38,80.0,0.25
10.0,0.208,0.57,0.9932,6.3,14.0,3.16,1.4,0.43,96.0,0.22
9.9,0.05,0.25,0.99394,6.4,13.0,3.16,7.8,0.4,68.0,0.15
11.2,0.037,0.4,0.9921,8.1,19.0,3.12,2.0,0.54,87.0,0.2
10.9,0.039,0.28,0.99406,6.8,29.0,3.11,9.8,0.45,113.0,0.18
12.4,0.033,0.38,0.98962,6.1,28.0,3.16,2.3,0.49,111.0,0.18
10.4,0.045,0.42,0.992,7.4,49.0,3.0,1.7,0.6,154.0,0.15
9.6,0.086,0.19,0.993,6.8,30.0,2.83,3.5,0.44,130.0,0.31
12.5,0.038,0.36,0.9914,7.2,26.0,2.93,5.7,0.59,98.0,0.36
10.4,0.043,0.38,0.99706,7.5,70.5,3.15,12.7,0.82,163.0,0.16
10.2,0.04,0.26,0.99366,6.5,18.0,3.17,7.0,0.38,113.0,0.29
9.4,0.24,0.32,0.9948,6.4,61.0,3.12,4.5,0.48,174.0,0.27
11.8,0.037,0.27,0.9916,6.5,13.0,3.17,4.9,0.41,101.0,0.19
9.2,0.052,0.34,0.99627,7.4,44.0,3.11,8.3,0.52,168.0,0.38
10.4,0.034,0.3,0.99152,6.4,33.0,3.03,2.8,0.49,125.0,0.17
9.7,0.051,0.36,0.9984,7.9,30.0,3.09,6.2,0.53,173.0,0.51
12.5,0.021,0.33,0.9886,6.1,26.0,3.12,2.2,0.3,117.0,0.27
11.4333333333333,0.064,0.3,0.99136,7.4,34.0,3.11,1.4,0.42,166.0,0.16
9.5,0.056,0.24,0.99718,7.0,68.0,3.05,12.1,0.5,210.0,0.44
10.9666666666667,0.048,0.41,0.9937,6.0,55.0,3.09,10.8,0.59,149.0,0.29
11.3,0.033,0.33,0.99356,6.0,25.0,3.17,12.2,0.42,97.0,0.22
8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.41,155.0,0.19
8.8,0.044,0.32,0.99975,8.7,35.0,3.12,13.4,0.47,169.0,0.23
11.1,0.021,0.38,0.99338,7.5,23.0,3.13,5.7,0.62,125.0,0.26
9.3,0.036,0.38,0.9951,6.2,64.0,3.06,6.8,0.36,245.0,0.21
11.2,0.033,0.3,0.99479,6.6,31.0,3.12,12.9,0.39,177.0,0.28
9.2,0.045,0.31,0.9986,7.4,39.0,3.1,14.5,0.5,193.0,0.19
9.5,0.056,0.27,0.9956,7.1,26.0,2.95,8.6,0.52,111.0,0.21
11.8,0.04,0.26,0.9913,7.4,29.0,3.07,2.6,0.52,115.0,0.33
12.1,0.03,0.49,0.9902,6.5,16.0,3.1,2.9,0.49,94.0,0.36
11.0,0.032,0.04,0.99036,6.0,8.0,3.14,0.8,0.4,50.0,0.615
10.8,0.045,0.3,0.9914,7.0,44.0,2.99,1.8,0.45,142.0,0.34
10.1,0.04,0.35,0.9941,6.3,82.5,3.12,5.9,0.66,260.0,0.39
8.9,0.054,0.2,0.99888,7.4,63.0,3.11,13.9,0.5,229.0,0.35
9.4,0.04,0.19,0.99579,7.1,48.0,3.16,7.8,0.5,184.0,0.28
11.9,0.038,0.4,0.992,7.3,32.0,3.03,6.85,0.3,138.0,0.33
11.0,0.046,0.33,0.99224,6.0,24.0,3.04,7.7,0.38,119.0,0.52
11.0,0.016,0.32,0.99186,7.8,31.0,2.99,5.0,0.39,101.0,0.2
11.4,0.031,0.42,0.9917,8.2,30.0,3.09,1.8,0.39,93.0,0.28
11.4,0.046,0.23,0.9908,6.4,30.0,3.12,2.0,0.54,133.0,0.24
9.8,0.04,0.28,0.99558,8.1,70.0,3.14,7.5,0.55,230.0,0.34
12.2,0.041,0.32,0.99004,6.5,39.0,3.06,1.0,0.37,120.0,0.33
10.4,0.033,0.49,0.9923,8.2,28.0,3.0,1.1,0.68,81.0,0.18
10.7,0.03,0.21,0.9915,6.3,24.0,3.06,4.0,0.34,125.0,0.26
11.2,0.036,0.32,0.99196,7.4,27.0,3.15,1.9,0.49,119.0,0.36
11.5,0.031,0.27,0.99089,6.9,20.0,3.12,4.2,0.39,80.0,0.26
9.0,0.045,0.49,0.9957,6.9,61.0,3.09,7.3,0.4,206.0,0.34
12.7,0.033,0.33,0.9899,7.1,48.0,3.15,2.8,0.38,153.0,0.22
9.1,0.05,0.31,0.99884,7.5,26.0,3.05,13.1,0.53,180.0,0.24
9.7,0.04,0.62,1.0002,8.3,41.0,2.98,19.25,0.67,172.0,0.42
8.9,0.045,0.5,0.9974,6.7,38.0,3.04,12.1,0.53,127.0,0.3
11.4,0.04,0.4,0.9927,6.9,50.0,3.11,7.5,0.27,151.0,0.23
9.4,0.038,0.42,0.9987,6.7,83.0,3.16,14.0,0.5,160.0,0.2
11.0,0.021,0.27,0.99442,7.6,57.0,3.08,8.8,0.38,156.0,0.31
11.4666666666667,0.037,0.3,0.99085,8.4,36.0,2.89,2.2,0.3,129.0,0.27
9.4,0.086,0.2,0.99681,7.2,17.0,3.13,10.4,0.4,94.0,0.585
9.4,0.056,0.29,0.99702,6.6,33.0,3.17,13.9,0.39,95.0,0.13
10.2,0.058,0.04,0.99271,6.8,25.0,3.17,1.3,0.39,133.0,0.63
9.5,0.045,0.19,0.9958,7.2,53.0,3.17,7.7,0.38,176.0,0.24
11.1,0.037,0.37,0.9948,6.9,16.0,3.05,9.1,0.54,76.0,0.28
9.8,0.052,0.49,0.9924,6.3,34.0,2.99,1.5,0.61,134.0,0.26
9.6,0.055,0.44,0.99488,6.4,52.0,3.1,8.9,0.48,164.0,0.33
8.8,0.04,0.46,0.9932,5.7,31.0,3.13,1.4,0.47,169.0,0.46
9.5,0.05,0.41,0.994,8.3,24.0,2.85,2.2,0.45,108.0,0.21
9.2,0.046,0.49,0.9996,7.6,36.0,3.06,18.05,0.41,158.0,0.18
9.4,0.049,0.49,0.9959,6.6,62.0,3.17,7.8,0.45,217.0,0.27
9.5,0.043,0.26,0.9936,7.6,15.0,3.08,1.9,0.38,134.0,0.345
12.4,0.05,0.33,0.99002,8.0,41.0,3.0,1.2,0.45,103.0,0.27
8.8,0.057,0.27,0.99807,7.3,45.0,2.94,13.9,0.41,155.0,0.19
9.0,0.051,0.29,0.99911,6.0,36.0,3.14,19.3,0.5,174.0,0.28
10.3,0.175,0.67,0.99244,6.8,16.0,3.06,1.5,0.56,98.0,0.37
9.8,0.036,0.17,0.99373,6.0,37.0,3.05,5.6,0.57,127.0,0.14
9.4,0.123,0.23,0.9954,7.0,27.0,3.04,5.7,0.54,104.0,0.19
13.5,0.041,0.37,0.9896,7.1,35.0,3.07,2.7,0.43,128.0,0.44
8.7,0.051,0.66,0.9976,7.4,77.0,3.05,10.8,0.46,194.0,0.41
10.6,0.037,0.49,0.9951,8.2,53.0,3.02,9.6,0.33,154.0,0.22
9.0,0.051,0.29,0.99911,6.0,36.0,3.14,19.3,0.5,174.0,0.28
11.4,0.043,0.52,0.99129,7.6,28.0,3.02,3.2,0.53,152.0,0.27
9.8,0.035,0.34,0.9965,7.6,26.0,3.08,9.7,0.49,143.0,0.22
9.0,0.05,0.33,0.9954,9.3,28.0,3.16,1.7,0.43,178.0,0.2
10.1,0.056,0.22,0.9947,7.3,44.0,3.13,6.4,0.35,168.0,0.3
10.9,0.046,0.28,0.99665,7.2,6.0,3.17,15.2,0.39,41.0,0.27
11.2,0.041,0.26,0.99104,6.8,29.0,3.04,1.2,0.35,182.0,0.22
9.0,0.05,0.28,0.99971,7.2,33.0,2.94,17.55,0.43,154.0,0.17
9.7,0.058,0.69,0.9931,6.8,12.0,3.06,1.3,0.47,171.0,0.34
11.4,0.05,0.31,0.9914,7.1,32.0,3.14,2.3,0.51,156.0,0.25
12.0,0.04,0.38,0.99062,8.2,41.0,2.88,1.1,0.6,92.0,0.18
11.4,0.05,0.25,0.99174,7.0,51.0,3.0,1.8,0.55,189.0,0.4
12.6,0.024,0.44,0.9917,8.8,9.0,2.96,6.35,0.4,87.0,0.33
11.2,0.039,0.26,0.9908,7.1,50.0,3.06,2.8,0.59,118.0,0.28
9.9,0.037,0.16,0.9944,6.1,36.0,3.17,6.4,0.62,198.0,0.36
12.5,0.032,0.32,0.99134,7.4,29.0,3.1,3.7,0.67,193.0,0.26
13.3,0.025,0.3,0.98802,6.0,18.0,3.07,1.3,0.64,112.0,0.32
9.1,0.057,0.44,0.99956,6.7,65.0,3.11,18.5,0.53,224.0,0.3
10.8,0.027,0.37,0.9897,5.9,3.0,3.09,0.8,0.31,21.0,0.19
12.1,0.037,0.36,0.98968,6.9,40.0,3.08,0.9,0.36,156.0,0.3
12.8933333333333,0.035,0.24,0.9901,6.7,33.0,3.12,5.4,0.44,115.0,0.41
8.8,0.056,0.23,0.9967,6.9,56.0,3.17,8.6,0.44,215.0,0.29
9.7,0.035,0.36,0.9946,6.3,31.0,3.15,4.9,0.49,185.0,0.34
9.4,0.033,0.17,0.99754,6.9,59.0,3.08,12.9,0.49,186.0,0.4
12.3,0.032,0.28,0.99172,6.6,26.0,3.13,6.7,0.32,91.0,0.24
9.3,0.049,0.27,0.99335,7.4,38.0,3.03,1.4,0.52,173.0,0.32
12.4,0.024,0.28,0.98984,8.9,29.0,3.01,0.8,0.35,128.0,0.27
11.4,0.025,0.37,0.99022,6.7,42.0,3.11,1.65,0.45,103.0,0.2
9.6,0.038,0.3,0.9948,6.4,15.0,3.14,5.5,0.49,129.0,0.25
11.7333333333333,0.036,0.41,0.99018,6.0,42.0,3.04,1.3,0.64,118.0,0.24
11.3,0.035,0.34,0.99096,7.8,31.0,3.07,1.1,0.72,93.0,0.15
8.8,0.06,0.17,0.99916,6.3,51.0,3.13,17.75,0.48,190.0,0.32
9.6,0.046,0.42,0.9949,9.2,14.0,3.08,1.3,0.48,186.0,0.32
10.6,0.04,0.34,0.99678,6.4,56.0,3.11,16.05,0.38,142.0,0.21
8.8,0.05,0.48,0.99942,6.7,31.0,2.95,14.8,0.75,195.0,0.21
13.0,0.023,0.22,0.98928,6.2,5.0,3.04,1.9,0.79,56.0,0.41
9.0,0.067,0.36,0.9976,7.4,53.0,3.01,13.2,0.48,178.0,0.25
8.8,0.049,0.23,0.99754,6.6,45.0,3.12,10.4,0.51,190.0,0.28
9.0,0.056,0.43,0.9956,6.2,48.0,3.1,7.8,0.51,244.0,0.27
11.7,0.045,0.32,0.99352,7.0,37.0,3.09,10.05,0.33,131.0,0.36
10.9,0.039,0.28,0.99469,6.7,29.0,3.11,10.2,0.45,115.0,0.18
8.9,0.046,0.59,0.99814,7.5,58.0,3.17,11.8,0.46,164.0,0.26
9.8,0.035,0.31,0.99572,6.7,42.0,3.08,10.6,0.49,143.0,0.18
11.5,0.029,0.29,0.99112,6.6,43.0,2.93,5.35,0.43,106.0,0.21
11.8,0.03,0.32,0.99407,8.1,34.0,3.11,10.5,0.42,105.0,0.24
9.6,0.068,0.47,0.9944,7.6,5.0,3.1,1.6,0.45,55.0,0.26
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49,229.0,0.19
12.3,0.021,0.24,0.98992,6.9,17.0,3.15,1.8,0.46,80.0,0.21
11.7,0.023,0.43,0.99067,7.1,33.0,3.11,1.3,0.56,132.0,0.17
12.3,0.042,0.26,0.99067,6.5,33.0,3.06,5.2,0.5,112.0,0.38
9.1,0.046,0.29,0.99834,6.6,39.0,3.05,14.4,0.5,118.0,0.22
8.9,0.036,0.62,0.9978,7.7,56.0,3.13,10.6,0.44,153.0,0.32
8.7,0.052,0.23,0.9948,6.1,15.0,3.14,3.1,0.42,104.0,0.22
10.9,0.028,0.32,0.993,6.4,15.0,3.13,7.2,0.55,83.0,0.22
9.8,0.041,0.13,0.992,6.7,81.0,3.14,1.2,0.42,174.0,0.25
11.5,0.037,0.4,0.9935,7.4,34.0,3.05,5.5,0.62,161.0,0.17
10.7,0.032,0.23,0.99571,8.8,12.0,3.13,10.3,0.4,97.0,0.24
9.1,0.057,0.44,0.99956,6.7,65.0,3.11,18.75,0.53,224.0,0.3
9.1,0.066,0.42,1.0,7.4,53.0,2.96,19.8,0.44,195.0,0.28
12.9,0.031,0.39,0.9913,6.6,22.0,3.15,6.75,0.8,98.0,0.29
9.2,0.034,0.22,0.9989,6.8,16.0,3.07,17.8,0.53,116.0,0.27
11.3,0.031,0.24,0.9948,7.7,41.0,3.12,11.2,0.43,167.0,0.44
10.0,0.037,0.4,0.9926,8.1,73.0,3.06,0.9,0.34,180.0,0.19
