alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
9.4,0.054,0.32,0.9962,7.1,64.0,3.4,9.6,0.41,162.0,0.12
9.2,0.042,0.35,0.9967,6.4,54.0,3.23,10.3,0.47,140.0,0.23
11.8,0.033,0.38,0.991,5.8,23.0,3.42,4.75,0.42,94.0,0.32
9.5,0.045,0.42,0.99544,6.3,62.0,3.2,7.1,0.53,209.0,0.26
11.7,0.036,0.39,0.9918,6.8,15.0,3.27,1.4,0.72,115.0,0.28
10.8,0.03,0.36,0.99201,5.9,12.0,3.22,2.5,0.48,73.0,0.44
10.9,0.031,0.28,0.99126,5.6,33.0,3.49,1.2,0.58,97.0,0.33
11.0,0.032,0.22,0.99404,6.4,53.0,3.24,7.4,0.58,172.0,0.2
10.4,0.054,0.36,0.99513,6.9,31.0,3.4,4.5,0.57,203.0,0.3
10.5,0.044,0.26,0.9951,6.2,56.0,3.52,5.7,0.37,158.0,0.12
10.5333333333333,0.046,0.29,0.99313,6.2,35.0,3.25,5.6,0.51,178.0,0.29
11.8,0.045,0.34,0.99035,5.8,96.0,3.38,1.8,0.9,170.0,0.17
11.6,0.039,0.33,0.99051,6.0,45.0,3.31,1.1,0.45,126.0,0.2
9.9,0.053,0.29,0.99362,6.9,24.0,3.29,1.3,0.54,189.0,0.3
12.6,0.024,0.27,0.9893,6.1,13.0,3.21,1.7,0.51,76.0,0.29
10.6,0.04,0.31,0.9946,6.9,47.0,3.29,7.2,0.57,168.0,0.28
8.8,0.038,0.36,0.99924,6.5,43.0,3.26,16.3,0.41,133.0,0.23
9.3,0.039,0.27,0.99815,7.6,31.0,3.27,10.6,0.3,119.0,0.3
10.0,0.042,0.41,0.9954,7.8,37.0,3.36,3.7,0.45,149.0,0.25
9.7,0.065,0.0,0.994,5.5,8.0,3.63,1.5,0.4,103.0,0.485
9.8,0.048,0.22,0.99304,6.3,53.0,3.24,2.8,0.45,173.0,0.39
10.7,0.049,0.28,0.9952,6.2,54.0,3.19,12.2,0.37,133.0,0.24
9.6,0.034,0.31,0.9944,7.0,34.0,3.36,4.8,0.48,132.0,0.17
11.4,0.036,0.33,0.9939,7.5,45.0,3.2,6.7,0.68,138.0,0.22
11.7,0.032,0.34,0.9917,6.9,23.0,3.37,1.6,0.47,128.0,0.31
9.7,0.055,0.49,0.9974,7.4,49.0,3.52,8.2,0.58,188.0,0.3
8.8,0.039,0.36,0.99946,6.2,37.0,3.23,17.2,0.43,130.0,0.23
11.6,0.053,0.27,0.99164,7.6,23.0,3.22,1.2,0.38,193.0,0.4
11.4,0.046,0.29,0.99224,5.9,34.0,3.24,5.4,0.41,116.0,0.26
10.7,0.038,0.32,0.99449,6.4,38.0,3.19,8.75,0.41,118.0,0.16
9.9,0.054,0.31,0.997,7.2,49.0,3.4,10.0,0.42,165.0,0.2
10.2,0.047,0.26,0.997,7.8,38.0,3.25,9.0,0.53,132.0,0.22
12.0,0.029,0.36,0.98999,4.2,93.0,3.65,1.8,0.89,161.0,0.17
10.3,0.036,0.25,0.99256,6.7,28.0,3.3,1.6,0.54,143.0,0.23
12.4,0.05,0.74,0.9928,8.5,29.0,3.28,3.6,0.4,128.0,0.17
9.4,0.038,0.39,0.9959,6.5,61.0,3.19,7.8,0.5,219.0,0.3
10.1,0.057,0.1,0.9924,5.9,39.0,3.24,1.6,0.48,128.0,0.37
9.9,0.044,0.27,0.99454,6.8,45.0,3.2,8.6,0.37,104.0,0.11
11.5,0.029,0.33,0.99114,6.5,35.0,3.36,1.4,0.6,138.0,0.18
12.2,0.053,0.26,0.9925,5.2,20.0,3.27,7.7,0.45,103.0,0.38
13.5,0.033,0.3,0.98894,6.5,39.0,3.22,2.2,0.53,107.0,0.37
10.8,0.046,0.31,0.99324,5.8,42.0,3.31,4.5,0.64,124.0,0.23
12.3,0.034,0.27,0.99175,7.7,27.0,3.21,4.5,0.59,95.0,0.4
11.0,0.048,0.32,0.99282,6.2,47.0,3.21,6.3,0.6,159.0,0.27
11.4,0.042,0.28,0.99166,7.0,21.0,3.2,2.2,0.57,177.0,0.3
9.2,0.059,0.2,0.99314,6.4,19.0,3.18,2.4,0.4,112.0,0.5
9.1,0.07,0.41,1.00118,6.1,67.0,3.39,19.35,0.53,207.0,0.36
12.2,0.036,0.34,0.99032,6.2,4.0,3.4,1.9,0.44,117.0,0.235
10.8,0.048,0.29,0.99482,6.3,49.0,3.22,11.7,0.38,147.0,0.21
9.1,0.056,0.36,1.0,7.4,72.0,3.42,13.1,0.35,163.0,0.18
10.6,0.034,0.33,0.9934,7.0,17.0,3.19,4.0,0.39,127.0,0.17
11.3,0.038,0.28,0.99146,6.0,61.0,3.3,3.95,0.54,134.0,0.24
9.0,0.06,0.24,0.9951,6.0,23.0,3.25,5.4,0.44,126.0,0.34
9.6,0.045,0.32,0.99636,6.5,41.0,3.18,9.9,0.52,128.0,0.25
11.5,0.034,0.26,0.99188,5.1,36.0,3.38,6.8,0.4,120.0,0.35
9.5,0.048,0.01,0.9942,6.7,39.0,3.24,2.8,0.35,137.0,0.41
11.94,0.035,0.22,0.99172,6.3,23.0,3.2,7.3,0.39,117.0,0.41
9.6,0.042,0.35,0.9978,6.5,55.0,3.23,15.4,0.5,195.0,0.28
10.2,0.03,0.37,0.9932,7.0,26.0,3.28,2.0,0.61,136.0,0.2
11.2,0.03,0.47,0.9922,5.6,19.0,3.56,4.5,0.45,112.0,0.19
8.8,0.052,0.37,0.99602,6.6,13.0,3.24,6.2,0.39,164.0,0.31
8.8,0.05,0.25,1.0001,6.5,44.0,3.3,17.1,0.37,138.0,0.22
10.5,0.062,0.32,0.9966,7.2,23.0,3.23,10.4,0.49,114.0,0.26
12.7,0.031,0.3,0.9895,6.1,50.0,3.39,2.1,0.43,163.0,0.3
10.2,0.046,0.31,0.9939,7.2,37.0,3.34,1.4,0.57,135.0,0.19
9.7,0.048,0.35,0.9947,6.4,31.0,3.43,4.9,0.79,103.0,0.1
10.1,0.054,0.32,0.99266,6.2,27.0,3.3,1.3,0.43,183.0,0.3
11.5,0.038,0.43,0.9918,6.3,31.0,3.35,4.55,0.33,130.0,0.22
9.1,0.042,0.4,0.9998,7.3,44.5,3.36,14.75,0.41,129.5,0.22
11.9,0.028,0.33,0.98975,5.2,13.0,3.3,1.6,0.84,59.0,0.155
10.4,0.046,0.49,0.9952,6.7,57.0,3.62,2.4,0.81,187.0,0.16
12.2,0.044,0.74,0.9924,8.3,33.0,3.25,4.45,0.42,130.0,0.2
10.6,0.028,0.39,0.99156,5.3,40.0,3.57,1.0,0.59,101.0,0.16
11.3,0.034,0.39,0.99121,6.8,19.0,3.23,1.4,0.6,102.0,0.13
9.4,0.044,0.16,0.99512,5.9,48.0,3.21,7.9,0.36,197.0,0.29
10.2,0.057,0.29,0.99756,6.6,29.0,3.33,14.45,0.54,144.0,0.23
12.3,0.029,0.46,0.991,6.1,21.0,3.29,4.7,0.62,94.0,0.34
10.3,0.039,0.41,0.99678,6.5,47.0,3.28,14.2,0.72,129.0,0.18
9.9,0.045,0.5,0.99415,6.1,30.0,3.22,6.6,0.49,122.0,0.22
9.5,0.049,0.42,0.9966,6.6,77.0,3.24,11.3,0.52,231.0,0.25
11.2,0.039,0.29,0.99114,6.2,24.0,3.27,1.6,0.5,92.0,0.21
12.7,0.029,0.32,0.98916,5.9,41.0,3.41,1.6,0.55,102.0,0.37
9.3,0.039,0.27,0.99815,7.6,31.0,3.27,10.6,0.3,119.0,0.3
13.8,0.036,0.0,0.98981,4.7,23.0,3.53,3.4,0.92,134.0,0.785
9.9,0.058,0.24,0.995,7.3,41.0,3.2,6.7,0.41,166.0,0.4
10.5,0.042,0.3,0.994,7.1,25.0,3.43,2.4,0.61,122.0,0.25
13.2,0.028,0.28,0.98958,7.5,46.0,3.2,4.0,0.5,100.0,0.34
10.6,0.04,0.34,0.9935,6.9,43.0,3.2,4.7,0.59,161.0,0.24
12.6,0.036,0.29,0.98865,5.8,25.0,3.24,1.3,0.35,68.0,0.22
10.9,0.037,0.41,0.9914,7.0,22.0,3.25,0.9,0.43,95.0,0.14
10.4,0.045,0.28,0.9954,7.0,37.0,3.25,8.7,0.54,222.0,0.21
12.7,0.044,0.27,0.9895,6.0,20.0,3.31,2.3,0.41,117.0,0.29
11.0,0.031,0.36,0.9931,6.9,38.0,3.35,1.5,0.56,147.0,0.2
11.0,0.046,0.25,0.9925,7.1,50.0,3.2,1.6,0.42,181.0,0.25
10.4,0.045,0.28,0.9954,7.0,37.0,3.25,8.6,0.54,221.0,0.21
12.6,0.02,0.19,0.9898,6.0,24.0,3.32,1.7,0.47,110.0,0.27
10.0,0.063,0.28,0.9964,6.0,31.0,3.69,4.8,0.71,201.0,0.27
9.4,0.052,0.14,0.99475,6.2,27.0,3.21,4.8,0.48,128.0,0.33
9.8,0.049,0.38,0.9958,6.9,44.0,3.3,8.1,0.54,176.0,0.18
12.6,0.038,0.3,0.99204,6.6,20.0,3.36,5.3,0.73,125.0,0.4
12.1,0.03,0.36,0.98976,5.4,74.0,3.24,1.5,0.99,121.0,0.23
9.5,0.06,0.26,0.9934,6.7,33.0,3.24,1.4,0.56,154.0,0.23
10.1,0.067,0.4,0.9957,8.7,17.0,3.27,1.5,0.57,100.0,0.45
12.6,0.03,0.38,0.99075,7.2,40.0,3.27,2.2,0.46,109.0,0.4
11.4,0.027,0.33,0.98946,5.1,46.0,3.35,1.1,0.43,113.0,0.26
10.3,0.03,0.49,0.9918,5.6,28.0,3.55,1.1,0.45,117.0,0.185
9.5,0.079,0.26,0.9956,6.7,35.5,3.31,4.0,0.68,216.0,0.26
10.6,0.038,0.28,0.9948,6.0,56.0,3.59,5.7,0.43,189.5,0.13
9.0,0.084,0.41,0.9993,6.5,59.0,3.18,16.8,0.58,222.0,0.46
8.8,0.053,0.32,0.99414,6.0,26.0,3.38,1.1,0.54,173.0,0.36
12.3,0.033,0.39,0.9908,7.2,29.0,3.26,2.3,0.54,102.0,0.23
10.2,0.042,0.06,0.99432,5.7,9.0,3.44,6.8,0.44,84.0,0.695
9.5,0.038,0.45,0.9956,6.6,54.0,3.18,8.0,0.48,200.0,0.3
10.5,0.04,0.28,0.9917,6.2,24.0,3.19,2.2,0.48,125.0,0.22
9.6,0.067,0.42,0.9958,7.4,39.0,3.3,6.4,0.33,212.0,0.19
12.6,0.035,0.36,0.991,6.1,36.0,3.31,4.7,0.62,116.0,0.37
9.4,0.045,0.36,0.99922,7.2,68.0,3.25,15.7,0.76,183.0,0.21
12.1,0.032,0.32,0.98972,7.0,29.0,3.23,1.1,0.36,80.0,0.16
9.3,0.067,0.42,0.99727,6.9,24.0,3.19,12.0,0.34,131.0,0.615
9.1,0.042,0.4,0.9998,7.3,44.5,3.36,14.75,0.41,129.5,0.22
10.5,0.05,0.37,0.99546,7.5,21.0,3.2,6.2,0.55,138.0,0.18
12.6,0.039,0.24,0.9909,6.8,24.0,3.27,4.6,0.34,124.0,0.36
12.6,0.023,0.32,0.99262,6.7,20.0,3.34,9.0,0.35,109.0,0.24
10.2,0.045,0.34,0.9927,6.3,20.0,3.3,2.2,0.43,77.0,0.31
9.5,0.044,0.14,0.9955,6.5,34.0,3.22,7.5,0.5,133.0,0.31
9.2,0.035,0.27,0.9982,6.6,46.0,3.24,15.8,0.51,188.0,0.24
10.2,0.044,0.41,0.99742,6.8,79.5,3.24,12.9,0.78,183.0,0.15
10.5,0.05,0.22,0.9931,5.6,44.0,3.3,7.1,0.4,154.0,0.41
9.4,0.036,0.3,0.9928,5.9,38.0,3.58,1.0,0.48,114.0,0.26
8.7,0.046,0.31,1.0,6.8,40.0,3.3,18.3,0.41,142.0,0.24
9.3,0.047,0.46,0.99594,6.6,59.0,3.2,6.9,0.45,183.0,0.26
12.6,0.035,0.33,0.99,6.9,47.0,3.26,1.7,0.4,136.0,0.24
12.05,0.015,0.4,0.9897,5.0,20.0,3.37,1.9,0.55,98.0,0.2
10.4,0.037,0.3,0.99698,7.4,70.0,3.25,14.9,0.37,169.0,0.34
8.7,0.042,0.27,1.0001,6.8,41.0,3.3,18.15,0.36,146.0,0.21
9.8,0.049,0.33,0.9987,7.2,50.0,3.41,12.7,0.4,183.0,0.23
12.5,0.036,0.3,0.99028,6.5,34.0,3.25,3.8,0.63,88.0,0.33
8.8,0.043,0.33,0.9994,7.0,47.0,3.34,14.6,0.67,168.0,0.28
14.0,0.016,0.31,0.98713,4.9,39.0,3.33,1.2,0.59,150.0,0.33
12.2,0.049,0.31,0.99067,5.8,25.0,3.44,2.7,0.73,153.0,0.32
12.9,0.022,0.31,0.9892,6.3,11.0,3.3,1.5,0.4,82.0,0.23
11.9,0.036,0.39,0.99,6.5,41.0,3.19,1.9,0.43,98.0,0.23
10.0,0.04,0.12,0.992,6.8,87.0,3.18,1.3,0.41,168.0,0.27
9.8,0.041,0.22,0.9957,6.2,26.0,3.44,7.3,0.64,157.0,0.28
8.9,0.044,0.2,0.99862,5.7,41.0,3.22,16.0,0.46,113.0,0.22
12.7,0.032,0.39,0.9898,7.1,12.0,3.25,1.6,0.4,65.0,0.23
10.6,0.051,0.49,0.9953,7.9,36.0,3.18,5.2,0.48,157.0,0.18
8.0,0.033,0.21,0.99332,4.5,89.0,3.34,0.95,0.42,159.0,0.19
10.5666666666667,0.048,0.25,0.99212,6.5,39.0,3.28,1.7,0.57,177.0,0.51
10.5,0.031,0.35,0.9938,6.6,36.0,3.19,7.7,0.37,135.0,0.24
9.5,0.05,0.45,0.9955,6.4,52.0,3.18,8.3,0.48,196.0,0.27
9.2,0.045,0.32,0.9958,7.0,38.0,3.21,8.3,0.34,126.0,0.16
9.6,0.055,0.25,0.99767,6.2,8.0,3.19,15.0,0.53,120.0,0.2
12.0,0.034,0.33,0.9917,6.3,19.0,3.38,4.6,0.58,80.0,0.34
10.8,0.042,0.28,0.99492,6.6,54.0,3.18,11.8,0.37,137.0,0.19
12.4,0.033,0.42,0.9911,8.3,18.0,3.2,1.15,0.32,96.0,0.33
13.5,0.036,0.28,0.98936,7.1,35.0,3.19,2.4,0.44,115.0,0.36
11.8,0.036,0.29,0.99081,6.2,16.0,3.33,2.0,0.61,87.0,0.26
9.5,0.05,0.21,0.99542,6.4,51.0,3.23,8.2,0.48,182.0,0.26
8.8,0.039,0.36,0.99946,6.2,37.0,3.23,17.2,0.43,130.0,0.23
11.3,0.025,0.29,0.99159,6.7,37.0,3.31,2.8,0.63,107.0,0.3
9.1,0.047,0.4,0.99945,7.1,47.0,3.34,14.55,0.78,156.0,0.17
8.9,0.055,0.38,1.0004,8.4,51.0,3.34,11.8,0.82,170.0,0.2
9.4,0.046,0.44,0.99584,6.8,52.0,3.2,8.2,0.51,183.0,0.26
9.1,0.047,0.39,0.99946,7.1,45.0,3.34,15.25,0.77,158.0,0.18
10.5,0.059,0.28,0.99665,6.1,54.0,3.2,16.55,0.38,135.0,0.22
9.6,0.039,0.21,0.9982,6.2,28.0,3.48,15.55,0.64,159.0,0.25
9.5,0.041,0.26,0.99509,7.0,21.0,3.22,7.2,0.55,90.0,0.23
12.7,0.035,0.32,0.99096,6.6,39.0,3.59,1.7,0.48,84.0,0.4
13.6,0.02,0.09,0.98722,4.7,5.0,3.3,1.0,0.34,9.0,0.67
10.8,0.089,0.27,0.9923,6.0,40.0,3.49,1.5,0.62,143.0,0.18
10.0,0.039,0.23,0.99243,5.5,10.0,3.28,2.9,0.5,108.0,0.17
11.8,0.052,0.42,0.9922,7.7,10.0,3.3,1.9,0.49,87.0,0.22
12.0,0.02,0.34,0.99212,6.8,38.0,3.18,7.4,0.44,133.0,0.39
9.8,0.03,0.27,0.99218,5.2,11.0,3.3,0.7,0.41,68.0,0.17
11.1,0.037,0.31,0.9912,6.1,55.0,3.41,1.3,0.41,145.0,0.105
9.5,0.042,0.28,0.99505,6.3,36.0,3.22,5.0,0.69,168.0,0.3
10.5,0.032,0.27,0.99254,6.7,39.0,3.4,1.4,0.52,149.0,0.17
12.4,0.042,0.35,0.98962,6.6,26.0,3.19,1.8,0.75,105.0,0.16
9.6,0.056,0.35,0.9998,7.7,31.0,3.27,15.3,0.5,117.0,0.28
10.8,0.036,0.3,0.991,6.1,42.0,3.34,1.2,0.56,107.0,0.25
11.3,0.043,0.22,0.99238,5.0,46.0,3.75,2.7,0.76,153.0,0.255
11.9,0.037,0.31,0.9911,7.9,5.0,3.19,2.85,0.36,24.0,0.37
9.7,0.045,0.07,0.9944,5.4,36.0,3.34,7.0,0.57,147.0,0.59
10.1,0.048,0.33,0.9974,7.5,42.0,3.37,7.7,0.59,180.0,0.28
9.1,0.053,0.2,0.99336,6.6,26.0,3.32,1.0,0.55,112.0,0.34
12.8,0.022,0.34,0.98915,5.6,34.0,3.22,2.4,0.38,97.0,0.42
11.2,0.041,0.24,0.99196,7.2,17.0,3.25,1.4,0.53,159.0,0.22
8.8,0.044,0.51,0.9976,6.8,62.0,3.19,11.8,0.44,163.0,0.37
9.3,0.045,0.29,0.99658,6.2,33.0,3.18,4.3,0.42,126.0,0.19
9.2,0.043,0.34,0.9964,6.7,31.0,3.22,8.9,0.6,172.0,0.47
11.5,0.04,0.34,0.9912,6.5,43.0,3.32,1.6,0.59,148.0,0.18
10.4,0.051,0.26,0.9926,6.1,28.0,3.37,2.2,0.47,167.0,0.31
8.5,0.066,0.38,0.9968,9.1,34.0,3.23,1.6,0.38,182.0,0.59
9.2,0.045,0.42,0.9991,7.7,45.0,3.18,14.3,0.63,213.0,0.3
10.2,0.042,0.29,0.9952,6.8,19.0,3.46,2.0,0.54,189.0,0.25
9.8,0.045,0.29,0.9953,6.6,57.0,3.31,5.3,0.79,189.0,0.27
8.9,0.064,0.27,0.9994,6.1,63.0,3.66,12.6,0.43,162.0,0.16
11.3,0.031,0.25,0.99241,5.0,24.0,3.39,7.8,0.4,116.0,0.35
10.8,0.039,0.37,0.9922,6.7,34.0,3.26,2.0,0.6,125.0,0.17
10.3,0.037,0.3,0.993,6.2,14.0,3.5,1.1,0.54,79.0,0.17
9.9,0.057,0.24,0.9949,7.3,41.0,3.2,6.8,0.41,163.0,0.41
8.5,0.059,0.35,0.9971,6.1,83.0,3.37,9.1,0.5,249.0,0.43
8.9,0.044,0.34,0.99976,7.8,66.0,3.22,13.7,0.75,184.0,0.25
9.8,0.092,0.35,0.99438,7.6,24.0,3.19,1.6,0.44,138.0,0.32
12.5,0.03,0.34,0.9914,6.2,36.0,3.32,6.6,0.45,91.0,0.21
9.7,0.054,0.23,0.99898,7.5,28.0,3.18,14.8,0.49,174.0,0.41
13.4,0.02,0.36,0.99146,6.7,20.0,3.19,8.55,0.22,86.0,0.21
10.4,0.046,0.22,0.9979,6.6,38.0,3.22,16.7,0.67,133.0,0.32
9.5,0.034,0.21,0.9972,5.9,36.0,3.28,12.5,0.43,152.0,0.26
9.9,0.036,0.41,0.9952,6.7,29.0,3.22,8.7,0.62,148.0,0.24
9.5,0.041,0.26,0.99509,7.0,21.0,3.22,7.2,0.55,90.0,0.23
12.1,0.059,0.28,0.99177,6.5,29.0,3.23,3.7,0.41,151.0,0.22
9.4,0.058,0.49,0.9965,6.9,39.0,3.65,1.6,0.52,166.0,0.26
12.2,0.026,0.23,0.99168,5.3,26.0,3.18,9.65,0.53,119.0,0.32
12.0,0.039,0.3,0.9911,7.2,43.0,3.3,2.0,0.41,188.0,0.2
10.4,0.047,0.4,0.9945,5.9,12.0,3.45,1.3,0.53,139.0,0.26
11.8,0.038,0.32,0.99074,6.4,40.0,3.32,1.9,0.53,118.0,0.23
9.8,0.032,0.34,0.99505,7.3,24.0,3.22,6.6,0.46,112.0,0.32
8.8,0.046,0.36,1.0,6.8,32.0,3.27,18.1,0.48,133.0,0.21
9.0,0.033,0.12,0.9974,6.5,35.0,3.22,11.5,0.32,165.0,0.32
10.2,0.034,0.28,0.99405,7.1,23.0,3.35,2.7,0.64,111.0,0.21
9.4,0.052,0.3,0.99825,6.6,18.0,3.37,13.0,0.49,143.0,0.24
11.1,0.035,0.31,0.99076,6.1,17.0,3.32,1.5,0.44,83.0,0.27
12.7,0.053,0.26,0.98982,6.0,57.0,3.22,3.1,0.39,128.0,0.44
10.8,0.051,0.16,0.99564,5.6,31.0,3.4,12.55,0.38,115.0,0.205
10.8,0.046,0.31,0.9939,7.0,29.0,3.26,6.0,0.5,108.0,0.21
9.8,0.048,0.24,0.9982,6.5,24.0,3.44,14.0,0.53,113.0,0.41
11.1,0.049,0.27,0.99323,6.4,48.0,3.27,7.4,0.45,169.0,0.31
10.0,0.057,0.28,0.99425,6.4,21.0,3.26,7.9,0.36,82.0,0.14
12.2,0.035,0.28,0.9918,7.7,36.0,3.19,4.9,0.58,109.0,0.39
10.2,0.047,0.32,0.9968,6.4,54.0,3.28,14.9,0.5,162.0,0.24
9.4,0.053,0.41,0.99886,7.4,37.0,3.2,14.1,0.63,194.0,0.4
11.1,0.036,0.31,0.99085,6.0,14.0,3.34,1.4,0.58,75.0,0.18
12.3,0.035,0.33,0.9925,6.9,26.0,3.25,4.1,0.79,155.0,0.3
12.7,0.043,0.36,0.9898,7.1,31.0,3.26,1.4,0.37,87.0,0.18
10.1,0.036,0.29,0.99411,7.2,17.0,3.36,3.0,0.68,117.0,0.24
9.63333333333333,0.066,0.23,0.99266,6.0,22.0,3.3,1.1,0.47,148.0,0.41
11.0,0.027,0.27,0.99248,7.3,35.0,3.38,1.6,0.54,136.0,0.19
10.8,0.036,0.28,0.99299,5.7,46.0,3.36,6.9,0.44,150.0,0.265
11.3,0.042,0.42,0.99059,6.8,51.0,3.18,1.1,0.74,132.0,0.11
10.7,0.05,0.35,0.99244,7.3,8.0,3.24,1.4,0.42,163.0,0.32
10.1,0.034,0.26,0.995,5.9,33.0,3.49,7.4,0.42,123.0,0.19
10.2,0.045,0.49,0.9942,7.1,31.0,3.4,1.6,0.59,100.0,0.3
10.0,0.054,0.24,0.9964,7.3,34.0,3.36,6.3,0.54,231.0,0.19
9.4,0.044,0.16,0.99512,5.7,48.0,3.21,7.9,0.36,197.0,0.29
10.3,0.057,0.34,0.9959,6.4,29.0,3.81,1.8,0.57,104.0,0.22
11.2,0.045,0.28,0.9913,5.7,57.0,3.22,3.7,0.27,151.0,0.15
10.1,0.037,0.3,0.992,5.1,28.0,3.54,0.9,0.56,152.0,0.31
13.2,0.036,0.16,0.98856,5.4,34.0,3.2,2.7,0.53,128.0,0.53
11.6333333333333,0.034,0.29,0.9912,5.8,41.0,3.35,3.2,0.58,151.0,0.35
10.9,0.055,0.28,0.994,6.1,56.0,3.22,10.0,0.35,131.0,0.25
9.7,0.05,0.46,0.99495,6.4,58.0,3.18,8.4,0.46,180.0,0.42
11.5,0.035,0.17,0.98964,4.9,60.0,3.27,1.9,0.35,148.0,0.47
11.5,0.057,0.49,0.9928,8.2,14.0,3.19,3.5,0.35,108.0,0.2
11.5,0.031,0.4,0.9917,6.3,48.0,3.42,1.7,0.49,134.0,0.21
12.1,0.03,0.27,0.99226,5.9,40.0,3.55,4.8,0.68,110.0,0.12
10.5,0.044,0.26,0.9932,7.9,23.0,3.19,1.2,0.54,103.0,0.33
9.6,0.046,0.38,0.99662,6.7,26.0,3.32,7.5,0.54,175.0,0.5
12.6,0.029,0.3,0.99061,6.8,15.0,3.33,3.3,0.63,80.0,0.32
10.4,0.037,0.28,0.9919,6.4,12.0,3.32,1.5,0.51,119.0,0.31
9.4,0.061,0.36,0.9976,6.6,42.0,3.31,9.2,0.56,214.0,0.38
10.4,0.053,0.31,0.99587,7.1,32.0,3.31,6.85,0.59,211.0,0.2
10.7,0.057,0.26,0.9917,5.9,17.0,3.24,1.5,0.36,141.0,0.32
9.5,0.051,0.31,0.997,7.5,24.0,3.19,11.7,0.44,94.0,0.18
10.5,0.057,0.31,0.9946,7.5,131.0,3.18,5.8,0.59,313.0,0.27
10.3,0.039,0.26,0.99787,7.0,37.0,3.47,10.8,0.58,184.0,0.26
10.2,0.036,0.27,0.9948,6.4,88.0,3.28,6.7,0.35,223.0,0.17
12.2,0.035,0.42,0.99021,6.7,43.0,3.18,3.5,0.38,105.0,0.28
9.4,0.175,0.32,0.9952,6.0,47.0,3.19,7.4,0.5,159.0,0.31
13.2,0.028,0.37,0.991,7.3,17.0,3.23,4.6,0.43,114.0,0.43
9.8,0.028,0.29,0.99215,5.3,11.0,3.3,0.7,0.4,66.0,0.21
10.5,0.039,0.24,0.99511,6.3,25.0,3.59,6.0,0.49,107.0,0.1
10.0,0.048,0.36,0.99282,5.6,16.0,3.49,2.5,0.49,125.0,0.2
10.1,0.028,0.33,0.9928,6.5,14.0,3.23,1.4,0.55,99.0,0.17
12.9,0.03,0.31,0.98892,5.9,38.0,3.4,2.0,0.41,142.0,0.34
10.5,0.04,0.27,0.99691,6.2,48.0,3.23,16.8,0.38,129.0,0.24
10.1,0.037,0.29,0.9926,7.3,37.0,3.19,1.2,0.7,97.0,0.24
13.3,0.044,0.34,0.98947,7.2,61.0,3.25,2.0,0.53,171.0,0.33
11.6,0.034,0.28,0.9921,6.3,45.0,3.29,6.3,0.46,152.0,0.37
10.5,0.035,0.29,0.9927,6.5,39.0,3.49,1.7,0.5,144.0,0.18
9.8,0.05,0.38,0.99585,7.0,42.0,3.3,8.1,0.54,173.0,0.2
11.4,0.028,0.3,0.9936,7.0,27.0,3.4,6.5,0.42,87.0,0.35
10.0,0.041,0.27,0.9963,6.6,37.0,3.24,10.9,0.47,146.0,0.32
10.3,0.046,0.24,0.99319,6.1,17.0,3.66,1.4,0.57,77.0,0.16
11.0,0.036,0.3,0.99269,6.9,28.0,3.24,1.8,0.48,117.0,0.32
11.2,0.025,0.33,0.9915,7.4,27.0,3.21,1.4,0.33,55.0,0.36
10.3,0.039,0.41,0.99678,6.5,47.0,3.28,14.2,0.72,129.0,0.18
9.3,0.044,0.42,0.9958,6.8,56.0,3.22,7.4,0.48,189.0,0.23
9.4,0.038,0.25,0.995,6.3,52.0,3.28,5.8,0.38,155.0,0.27
11.3,0.044,0.29,0.9918,7.3,12.0,3.2,1.2,0.48,143.0,0.18
9.9,0.053,0.3,0.99361,6.9,24.0,3.29,1.3,0.54,186.0,0.3
9.3,0.137,0.31,0.9951,6.6,35.0,3.2,5.3,0.38,163.0,0.27
9.9,0.041,0.74,0.9946,6.6,36.0,3.21,4.6,0.45,159.0,0.3
12.4,0.021,0.29,0.98965,6.6,24.0,3.41,1.6,0.61,85.0,0.36
9.4,0.052,0.14,0.99475,6.2,27.0,3.21,4.8,0.48,128.0,0.33
10.2,0.044,0.2,0.9962,5.8,22.0,3.37,14.95,0.37,179.0,0.27
9.5,0.056,0.22,0.9944,7.8,24.0,3.28,1.4,0.48,130.0,0.28
9.0,0.051,0.26,0.9976,6.2,54.0,3.25,13.2,0.46,201.0,0.36
10.2,0.031,0.15,0.9957,6.1,19.0,3.36,9.8,0.47,125.0,0.55
9.9,0.051,0.33,0.998,6.9,59.0,3.39,12.6,0.38,173.0,0.26
9.2,0.04,0.28,0.99815,7.7,31.0,3.27,11.0,0.29,117.0,0.34
9.5,0.035,0.02,0.99234,6.2,6.0,3.24,0.9,0.35,81.0,0.53
10.4,0.03,0.32,0.9946,6.0,34.0,3.52,6.3,0.41,129.0,0.24
9.4,0.05,0.32,0.9936,6.2,17.0,3.18,2.8,0.55,126.0,0.2
11.3,0.036,0.24,0.99186,6.3,43.0,3.24,5.1,0.44,131.0,0.4
9.9,0.028,0.0,0.9939,4.8,33.0,3.36,6.5,0.61,163.0,0.34
12.4,0.035,0.29,0.9895,5.2,64.0,3.19,5.15,0.34,138.0,0.285
9.1,0.053,0.26,0.9943,5.8,17.0,3.24,4.5,0.46,126.0,0.555
